SMILES_acc;SMILES_don;HOMO_A;HOMO_D;LUMO_A;LUMO_D;Voc;Jsc;FF;PCE;delta_HOMO;delta_LUMO
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15;CCCCC(CC)COCc3c1cc(C)sc1c(OCC(CC)CCCC)c4cc(/C2=C/C(C(=O)OC)/C=C(C)\S2)sc34;5.69;5.43;4.11;3.37;0.3565800782684419;-2.3541006153779884;-3.407881775708192;-2.247299218357974;0.408026918528981;0.8813698515056481
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15;CCCCC(CC)COCc3c1cc(C)sc1c(OCC(CC)CCCC)c4cc(/C2=C/C(C(=O)OC)/C=C(C)\S2)sc34;5.69;5.43;4.11;3.37;0.3565800782684419;-2.268016965172395;-3.372222978884002;-2.207736474941884;0.408026918528981;0.8813698515056481
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15;CCOC(=O)c1ccsc1-c1cc2c(-c3ccc(CC)s3)c3sc(-c4cc(C(=O)OCC)c(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8cc(C(=O)OCC)c(-c9cc%10c(-c%11ccc(CC)s%11)c%11sccc%11c(-c%11ccc(CC)s%11)c%10s9)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)cc3c(-c3ccc(CC)s3)c2s1;5.69;5.42;4.11;3.4;0.1317161012822573;-2.372310618306095;-0.2043725691242095;-1.8808232793457755;0.4765515157452862;0.7721313962508332
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15;CCOC(=O)c1ccsc1-c1cc2c(-c3ccc(CC)s3)c3sc(-c4cc(C(=O)OCC)c(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8cc(C(=O)OCC)c(-c9cc%10c(-c%11ccc(CC)s%11)c%11sccc%11c(-c%11ccc(CC)s%11)c%10s9)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)cc3c(-c3ccc(CC)s3)c2s1;5.69;5.42;4.11;3.4;0.6938760437477177;-1.4220795564212745;-0.4655491620797629;-1.156200399935292;0.4765515157452862;0.7721313962508332
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15;CCOC(=O)c1ccsc1-c1cc2c(-c3ccc(CC)s3)c3sc(-c4cc(C(=O)OCC)c(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8cc(C(=O)OCC)c(-c9cc%10c(-c%11ccc(CC)s%11)c%11sccc%11c(-c%11ccc(CC)s%11)c%10s9)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)cc3c(-c3ccc(CC)s3)c2s1;5.69;5.42;4.11;3.4;0.80630803224081;-0.7582421769512169;-1.4080978997569995;-0.9563044332013656;0.4765515157452862;0.7721313962508332
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15;CCOC(=O)c1ccsc1-c1cc2c(-c3ccc(CC)s3)c3sc(-c4cc(C(=O)OCC)c(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8cc(C(=O)OCC)c(-c9cc%10c(-c%11ccc(CC)s%11)c%11sccc%11c(-c%11ccc(CC)s%11)c%10s9)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)cc3c(-c3ccc(CC)s3)c2s1;5.69;5.42;4.11;3.4;0.80630803224081;-0.8128721857355358;-0.944533541042531;-0.8376162029530966;0.4765515157452862;0.7721313962508332
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15;CCOC(=O)c1ccsc1-c1cc2c(-c3ccc(CC)s3)c3sc(-c4cc(C(=O)OCC)c(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8cc(C(=O)OCC)c(-c9cc%10c(-c%11ccc(CC)s%11)c%11sccc%11c(-c%11ccc(CC)s%11)c%10s9)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)cc3c(-c3ccc(CC)s3)c2s1;5.69;5.42;4.11;3.4;0.80630803224081;-0.5844194217283837;-0.7835870797009168;-0.6148154900309076;0.4765515157452862;0.7721313962508332
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC;CCCCCCC(CCCC)Cc%16cc(c%15cc%14c1nsnc1c%13cc(c%12cc(CC(CCCC)CCCCCC)c(c%11cc%10c(c2cc(F)c(CC(CC)CCCC)s2)c8sc(c7ccc(c5sc(c3ccc(C)s3)c6c(=O)c4c(CC(CC)CCCC)sc(CC(CC)CCCC)c4c(=O)c56)s7)cc8c(c9cc(F)c(CC(CC)CCCC)s9)c%10s%11)s%12)sc%13c%14s%15)sc%16c%21cc%20c(c%17cc(F)c(CC(CC)CCCC)s%17)c%18sc(C)cc%18c(c%19cc(F)c(CC(CC)CCCC)s%19)c%20s%21;5.67;5.51;3.93;2.77;-0.5766054262242244;0.9203890020578562;0.6495110521253115;0.7282355364626605;-0.2772190536340899;2.410708225073067
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC;CCCCCCC(CCCC)Cc%16cc(c%15cc%14c1nsnc1c%13cc(c%12cc(CC(CCCC)CCCCCC)c(c%11cc%10c(c2cc(F)c(CC(CC)CCCC)s2)c8sc(c7ccc(c5sc(c3ccc(C)s3)c6c(=O)c4c(CC(CC)CCCC)sc(CC(CC)CCCC)c4c(=O)c56)s7)cc8c(c9cc(F)c(CC(CC)CCCC)s9)c%10s%11)s%12)sc%13c%14s%15)sc%16c%21cc%20c(c%17cc(F)c(CC(CC)CCCC)s%17)c%18sc(C)cc%18c(c%19cc(F)c(CC(CC)CCCC)s%19)c%20s%21;5.77;5.51;3.97;2.77;-0.1156342734025458;1.107455395773857;0.848043812822153;1.1717547126535597;0.4080269185289749;2.556359498746154
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC;CCCCCCC(CCCC)Cc%11cc(c%10cc9c1nsnc1c8cc(c7cc(CC(CCCC)CCCCCC)c(c6cc5c(C2CC(Cl)C(CC(CC)CCCC)S2)c3sc(C)cc3c(c4cc(Cl)c(CC(CC)CCCC)s4)c5s6)s7)sc8c9s%10)sc%11C;5.68;5.51;3.89;2.77;0.3790664759670604;0.993229013770281;1.0215190406155092;1.3320879359713964;-0.2086944564177846;2.265056951399979
