scaled_HOMO_A;scaled_LUMO_A;scaled_EgCV_A;scaled_λ_A_absorption;scaled_EgA_opt;scaled_HOMO_D;scaled_LUMO_D;scaled_EgCV_D;scaled_λ_D_absorption;scaled_EgD_opt;Target_CI
0.5766660578444257;1.2384229411188168;-0.6057467829513367;-0.7905523224785299;0.6668896758404848;0.1294924064185173;-0.2476969081628904;0.3477976319523703;-1.3231446463676897;1.3864777302638556;0.2855249023036297
0.5766660578444257;1.2384229411188168;-0.6057467829513367;-0.7905523224785299;0.6668896758404848;0.1294924064185173;-0.2476969081628904;0.3477976319523703;-1.3231446463676897;1.3864777302638556;0.2855249023036297
0.5766660578444257;1.2384229411188168;-0.6057467829513367;-0.7905523224785299;0.6668896758404848;0.0543725021425807;-0.1330224136430337;0.1904457410152117;-1.079445212452063;1.1062344399724635;0.5385485687636009
0.5766660578444257;1.2384229411188168;-0.6057467829513367;-0.7905523224785299;0.6668896758404848;0.0543725021425807;-0.1330224136430337;0.1904457410152117;-1.079445212452063;1.1062344399724635;0.5385485687636009
0.5766660578444257;1.2384229411188168;-0.6057467829513367;-0.7905523224785299;0.6668896758404848;0.0543725021425807;-0.1330224136430337;0.1904457410152117;-1.079445212452063;1.1062344399724635;0.5385485687636009
0.5766660578444257;1.2384229411188168;-0.6057467829513367;-0.7905523224785299;0.6668896758404848;0.0543725021425807;-0.1330224136430337;0.1904457410152117;-1.079445212452063;1.1062344399724635;0.5385485687636009
0.5766660578444257;1.2384229411188168;-0.6057467829513367;-0.7905523224785299;0.6668896758404848;0.0543725021425807;-0.1330224136430337;0.1904457410152117;-1.079445212452063;1.1062344399724635;0.5385485687636009
0.6519831688076018;1.0296180454298909;-0.3687007097422292;0.9409609988077158;-0.8804129763185087;1.33141087483353;0.669699047995969;0.0330938500780532;-0.9575954954942498;1.012820009875333;0.6974771870656926
0.9532516126603128;0.1943984626741936;0.5794835830941995;0.990242531798171;-0.8804129763185087;0.3548521192463339;1.0137225315555427;-0.8323415500763179;0.5046011079995085;-0.5752253017758857;0.7087488889089624
0.6519831688076018;-0.1536096968073453;0.6387451013964763;1.0035618650388345;-0.8804129763185087;0.3548521192463339;1.0137225315555427;-0.8323415500763179;0.5046011079995085;-0.5752253017758857;0.6903651386219223
0.2753976139917147;0.8208131497409651;-0.4872237463467829;0.6745743339944472;-0.6694171601150094;0.3548521192463339;0.1345514069033016;0.0724318228123428;0.5046011079995085;-0.5752253017758857;0.725719736727477
0.2753976139917147;0.8208131497409651;-0.4872237463467829;0.6745743339944472;-0.6694171601150094;0.3548521192463339;0.1345514069033016;0.0724318228123428;0.5046011079995085;-0.5752253017758857;0.725719736727477
1.8570569442184457;0.3336017264668098;1.1720987661169668;-0.5641236573872516;0.4558938596369854;0.7304516406260237;-2.541186798560042;3.022779777884064;-1.2744047595845642;1.3864777302638556;0.679569292525282
0.4260318359180668;-0.014406433014729;0.342437509885092;0.4348263356625055;-0.4584213439115116;0.7304516406260237;-2.541186798560042;3.022779777884064;-1.2744047595845642;1.3864777302638556;0.7453260375424658
0.2753976139917147;1.168821309222504;-0.7835313378581673;0.6745743339944472;-0.6694171601150094;0.7304516406260237;-2.541186798560042;3.022779777884064;-1.2744047595845642;1.3864777302638556;0.7358631920203204
0.2753976139917147;1.168821309222504;-0.7835313378581673;0.6745743339944472;-0.6694171601150094;0.7304516406260237;-2.541186798560042;3.022779777884064;-1.2744047595845642;1.3864777302638556;0.7358631920203204
0.2753976139917147;1.168821309222504;-0.7835313378581673;0.6745743339944472;-0.6694171601150094;0.7304516406260237;-2.541186798560042;3.022779777884064;-1.2744047595845642;1.3864777302638556;0.7358631920203204
0.4260318359180668;-0.2232113287036549;0.5202220647919227;-0.7905523224785299;0.6668896758404848;0.7304516406260237;-2.541186798560042;3.022779777884064;-1.2744047595845642;1.3864777302638556;0.776897375687776
0.4260318359180668;-0.2232113287036549;0.5202220647919227;-0.7905523224785299;0.6668896758404848;0.7304516406260237;-2.541186798560042;3.022779777884064;-1.2744047595845642;1.3864777302638556;0.776897375687776
1.179202945549841;0.2640000945705033;0.6980066196987532;1.2073476636209843;-1.021076853787508;0.7304516406260237;-2.541186798560042;3.022779777884064;-1.2744047595845642;1.3864777302638556;0.7346920027941418
0.501348946881243;-0.2928129605999615;0.6387451013964763;0.5413810015878129;-0.5287532826460114;0.7304516406260237;-2.541186798560042;3.022779777884064;-1.2744047595845642;1.3864777302638556;0.7825243886003369
0.9532516126603128;-0.3624145924962711;1.0535757295124144;0.3415910029778615;-0.3880894051770118;0.4299720235222705;-2.7705357875997567;3.1014557233526414;-1.2744047595845642;1.3864777302638556;0.7903020415318973
0.7273002797707778;-0.5016178562888873;0.9943142112101376;0.3415910029778615;-0.3880894051770118;0.4299720235222705;-2.7705357875997567;3.1014557233526414;-1.2744047595845642;1.3864777302638556;0.7864785444886583
-1.1556274943086642;0.1943984626741936;-1.0798389293695516;0.0885236714052563;-0.1770935889735125;-2.274344530411501;-1.0504183698018932;2.236020323198271;-1.2744047595845642;1.3864777302638556;0.6708393422146115
0.501348946881243;0.1943984626741936;0.2239144732805382;0.4081876691811786;-0.4584213439115116;-2.274344530411501;-1.0504183698018932;-0.8716795228106076;-1.2744047595845642;1.3864777302638556;0.7536827084691459
0.501348946881243;-0.2232113287036549;0.5794835830941995;0.5413810015878129;-0.5287532826460114;0.7304516406260237;1.2812963521018763;-0.9110174955448972;-0.9575954954942498;1.012820009875333;0.7832220634171188
0.6519831688076018;1.168821309222504;-0.4872237463467829;0.6745743339944472;-0.6694171601150094;0.4299720235222705;-2.7705357875997567;3.1014557233526414;-1.2744047595845642;1.3864777302638556;0.7642824539336092
