;Target_CI
1121;0.7137572740673134
1122;0.7020187713924707
1123;0.7020187713924707
1124;0.7137572740673134
1125;0.7020187713924707
1126;0.7020187713924707
1127;0.7020187713924707
1128;0.7020187713924707
1129;0.7020187713924707
1130;0.6823023877676714
1131;0.4181085621622055
1132;0.44873649394376913
1133;0.6761968747646987
1134;0.6761968747646987
1135;0.6761968747646987
1136;0.7780440409961021
1137;0.6999937596310868
1138;0.6986598842062814
1139;0.7397702945186654
1140;0.7520385175518807
1141;0.6608848150648227
1142;0.6456060868902523
1143;0.5180735705946706
1144;0.7312723828333074
1145;0.598865910857937
1146;0.7308817185605248
1147;0.7380730964727013
1148;0.7479535396072581
1149;0.7408481594899559
1150;0.760244324965501
1151;0.6807153797784261
1152;0.7025369324312938
1153;0.699851983617487
1154;0.7365035053137163
1155;0.6556574427000305
1156;0.5715507642182315
1157;0.5849049172944816
1158;0.7013164122126146
1159;0.6968497029891683
1160;0.6868422114508478
1161;0.7041393458502958
1162;0.584528298974972
1163;0.6386881856056057
1164;0.643671232357994
1165;0.5992276465305983
1166;0.617085900480869
1167;0.5657823799302156
1168;0.5598239459701891
1169;0.4939326151764845
1170;0.6143824894231781
1171;0.5719599913868902
1172;0.4497088368025511
1173;0.6192265082135667
1174;0.5994534953551448
1175;0.6251783505378115
1176;0.6157574481967281
1177;0.5760596403494433
1178;0.5236504022461774
1179;0.5341870370058901
1180;0.6253283816255765
1181;0.507386811348987
1182;0.7018275223903342
1183;0.6684711985958058
1184;0.6147219482654422
1185;0.7227105998189425
1186;0.24353249496409396
1187;0.6573064114967757
1188;0.5930629953527424
1189;0.6573064114967757
1190;0.5911525946685918
1191;0.589819579649061
1192;0.589819579649061
1193;0.589819579649061
1194;0.589819579649061
1195;0.6637258562489687
1196;0.5921822357607779
1197;0.6243474581493538
1198;0.6985137792749311
1199;0.658116094415745
1200;0.6956385554766833
1201;0.6826265841875455
1202;0.6826265841875455
1203;0.5614614239430664
1204;0.5614614239430664
1205;0.6570561859935002
1206;0.7309231510612623
1207;0.6933623369375844
1208;0.6834919728489
1209;0.754462435508164
1210;0.6758591069302534
1211;0.5821287319554121
1212;0.5994387357617633
1213;0.622584507090508
1214;0.5891134350686148
1215;0.6844510088502516
1216;0.7139764698987293
1217;0.7160565749647809
1218;0.7172636638229061
1219;0.5617984667432669
1220;0.5995381043494183
1221;0.5886479044070838
1222;0.5673073472476085
1223;0.6864768176117967
1224;0.6741988543187624
1225;0.6316767809772603
1226;0.6736169280649597
1227;0.6736169280649597
1228;0.5932127897939565
1229;0.6215218491722592
1230;0.5570655233807869
1231;0.6066955679560582
1232;0.6419781757789993
1233;0.6790193950392805
1234;0.6318192750938427
1235;0.7032074569356876
1236;0.7032074569356876
1237;0.7032074569356876
1238;0.6709789275434884
1239;0.62645651783678
1240;0.6704077399901283
1241;0.6032916454619738
1242;0.6032916454619738
1243;0.5851355401028762
1244;0.6032916454619738
1245;0.5937172910348388
1246;0.5832384908609728
1247;0.6597643982823027
1248;0.6597643982823027
1249;0.1834980873769783
1250;0.45747476880429705
1251;0.45747476880429705
1252;0.45747476880429705
1253;0.5561937435532277
1254;0.5395867351574428
1255;0.42708808416960625
